4/20/2014,Station Name,Street Address,Intersection Directions,City,State,ZIP,Station Phone,Status Code,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Open Date,EV Connector Types
ELEC,LENKIN CO 1050K,1050 K St NW,,Washington,DC,20001,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.9023907,-77.0269706,4/20/2014,56566,2014-04-20 07:44:57 UTC,,,J1772 NEMA520
ELEC,Chesapeake Building,3115 Chesapeake Building,,College Park,MD,20742,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.998001,-76.941887,4/20/2014,50375,2014-04-20 07:30:47 UTC,,,J1772
ELEC,eVgo - City Center DC,870 9th St NW,"Garage entrance on 9th Street, NW between H St and I St",Washington,DC,20001,877-455-3833,E,Public - Card key at all times,24 hours daily; eVgo network subscription and key fob required,1,1,1,eVgo Network,https://www.evgonetwork.com/,GPS,38.900089,-77.024075,,61098,2014-04-07 20:20:45 UTC,T,3/28/2014,CHADEMO NEMA520 J1772
ELEC,Campus Auto,1208 N Main St,,Blacksburg,VA,24060,540-951-7398,E,Public,24 hours daily,,2,,,,200-8,37.2421,-80.4171,12/31/2013,53999,2014-01-20 19:17:48 UTC,P,10/1/2013,J1772
ELEC,805 King Farm,805 King Farm Blvd.,,Rockville,MD,20850,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.111029,-77.182107,4/20/2014,41232,2014-04-20 07:30:44 UTC,,,J1772
ELEC,Sheehy Nissan - Waldorf,2950 Crain Hwy,,Waldorf,MD,20601,301-843-5300,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,38.6300237,-76.90558,4/4/2014,47711,2014-04-04 19:15:54 UTC,P,1/31/2012,J1772
ELEC,University of Virginia,400 Emmet St,,Charlottesville,VA,22903,434-924-7231,E,Public,24 hours daily; pay lot; 4 hour limit,,1,,,,200-8,38.0356854,-78.5080885,7/31/2013,52553,2014-01-20 18:47:46 UTC,P,4/26/2013,J1772
ELEC,Old Farm Court Charger,115 Old Farm Ct,,Glen Burnie,MD,21060,410-293-6417,E,Public,24 hours daily,1,,,,,200-8,39.160011,-76.59838,11/30/2013,50379,2014-01-20 18:47:24 UTC,P,12/1/2012,NEMA520
ELEC,CARCHARGING,85 Pleasant Valley Rd,,Harrisonburg,VA,22801,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.4053268,-78.906929,4/20/2014,49603,2014-04-20 07:38:49 UTC,,,J1772
ELEC,Pohanka Nissan - Salisbury,2012 N Salisbury Blvd,,Salisbury,MD,21801,410-548-4700,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,38.39214,-75.5759,4/4/2014,60901,2014-04-04 19:15:26 UTC,P,1/1/2012,J1772
ELEC,Turner Hall Visitor Center,1201 Turner Hall,,College Park,MD,20742,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.986111,-76.936775,4/20/2014,50377,2014-04-20 07:30:48 UTC,,,J1772
ELEC,UM PTS,622 W Fayette St,,Baltimore,MD,21201,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.290806,-76.624336,4/20/2014,43191,2014-04-20 07:53:53 UTC,,,NEMA520 J1772
ELEC,BALTIMORE CITY,510 E Lexington St,,Baltimore,MD,21202,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.291626,-76.6084366,4/20/2014,40010,2014-04-20 07:51:49 UTC,,,NEMA520 J1772
ELEC,CARCHARGING,20 M St SE,,Washington,DC,20003,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.876798,-77.007893,4/20/2014,56103,2014-04-20 07:38:23 UTC,,,J1772
ELEC,Parkway Corporation - Lockwood Garage,124 Market Place,,Baltimore,MD,21202,888-998-2546,E,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,Blink Network,http://www.blinknetwork.com/,GPS,39.287574,-76.607437,4/20/2014,61319,2014-04-20 07:10:49 UTC,,,J1772
ELEC,350GREEN,6400 Hoadly Rd,,Manassas,VA,20112,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.6725273,-77.397171,4/20/2014,43390,2014-04-20 07:36:16 UTC,,,J1772
ELEC,1920 L Street,1920 L Street NW,,Washington,DC,20036,800-663-5633,E,Public - Card key at all times,MO: 12 hours; TU: 12 hours; WE: 12 hours; TH: 12 hours; FR: 12 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.903492,-77.044477,4/20/2014,53554,2014-04-20 07:30:50 UTC,,,J1772
ELEC,AP HOTEL GARAGE,7789 Arundel Mills Blvd,,Hanover,MD,21076,888-758-4389,E,Public,24 hours daily,,4,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.1524942,-76.7434931,4/20/2014,43871,2014-04-20 07:36:31 UTC,,,J1772
ELEC,Center Tower,Mason F. Lord Building 5200 Eastern Avenue,,Baltimore,MD,21224,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,13,,SemaCharge Network,http://www.semacharge.com/,GPS,39.2901895,-76.5517583,4/20/2014,61379,2014-04-20 07:30:45 UTC,,,J1772
ELEC,Municipal Garage,200 N Holliday St,,Baltimore,MD,21202,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.291661,-76.610746,12/25/2012,40012,2014-01-20 19:02:03 UTC,LG,8/15/2011,J1772
ELEC,CARR PROPERTIES,1700 New York Ave NW,,Washington,DC,20006,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.8966595,-77.0400459,4/20/2014,58303,2014-04-20 08:06:24 UTC,,,J1772
ELEC,BALTCO REV AUTH,100 W Susquehanna Ave,,Towson,MD,21204,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.3986019,-76.605552,4/20/2014,42174,2014-04-20 07:50:57 UTC,,,J1772 NEMA520
ELEC,COLUMBIA ASSOC,6800 Cradlerock Way,,Columbia,MD,21045,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.193996,-76.8417007,4/20/2014,51084,2014-04-20 08:04:24 UTC,,,NEMA520 J1772
ELEC,Randolph-Macon College - Andrews Hall,420 Henry St,Near intersection of Smith Street,Ashland,VA,23005,804-752-7244,E,Public,24 hours daily,1,,,,,GPS,38.8808,-77.1158,11/30/2012,41108,2014-01-20 18:18:44 UTC,P,9/15/2011,NEMA520
ELEC,Southwest Virginia Higher Education Center,1 Partnership Cir,,Abingdon,VA,24210,279-619-4300,E,Public,24 hours daily,,2,,,,GPS,36.697725,-81.996047,12/31/2013,53993,2014-01-20 18:13:21 UTC,P,10/1/2013,J1772
ELEC,Cowles Parkway Ford,13779 Noblewood Plaza,,Woodbridge,VA,22193,703-986-5500,E,Public,Dealership business hours,,1,,,,200-8,38.652578,-77.312092,12/31/2013,53965,2014-01-20 18:52:41 UTC,P,4/1/2013,J1772
ELEC,CMT,576-626 Pleasant Hill Rd,,Owings Mills,MD,21117,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.4173274,-76.8091065,4/20/2014,53422,2014-04-20 08:04:06 UTC,,,NEMA520 J1772
ELEC,DOE GERMANTOWN,19901 Germantown Rd,,Germantown,MD,20874,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.180994,-77.2561049,4/20/2014,48667,2014-04-20 07:59:55 UTC,,,J1772 NEMA520
ELEC,TOWSON,Towsontown Blvd W,,Towson,MD,21204,888-758-4389,E,Public,24 hours daily,4,4,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.3960184,-76.6102711,4/20/2014,51986,2014-04-20 08:04:30 UTC,,,NEMA520 J1772
ELEC,eVgo - Walgreens Freedom Station,939 York Rd,,Towson,MD,21204,877-455-3833,E,Public - Card key at all times,24 hours daily; eVgo network subscription and key fob required,1,1,1,eVgo Network,https://www.evgonetwork.com/,200-8,39.409563,-76.608309,3/6/2014,53099,2014-03-06 18:02:15 UTC,P,2/1/2014,NEMA520 J1772 CHADEMO
ELEC,JBG - Hyatt Fairfax - Fairfax VA,12777 Fair Lakes Circle,,Fairfax,VA,22033,888-998-2546,E,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,Blink Network,http://www.blinknetwork.com/,GPS,38.857814,-77.386671,4/20/2014,50910,2014-04-20 07:13:14 UTC,,,J1772
ELEC,Inn at Virginia Tech,901 Prices Fork Rd,,Blacksburg,VA,24060,540-231-8000,E,Public,24 hours daily,,2,,,,200-8,37.231342,-80.4308351,12/31/2013,54002,2014-01-20 18:50:11 UTC,P,11/2/2013,J1772
ELEC,SCIENCE MUSEUM,2500 W Broad Street,,Richmond,VA,23220,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.5605927,-77.465683,4/20/2014,39771,2014-04-20 07:41:37 UTC,,,NEMA520 J1772
ELEC,Autoflex Fleet Services,1206 Ridgely St,Adjacent to I-295 Russell Street,Baltimore,MD,21230,410-528-0150,E,Public,24 hours daily,,2,,,,200-8,39.2778379,-76.6264928,10/31/2012,40002,2014-01-20 18:44:31 UTC,P,9/15/2011,J1772
ELEC,Victor Building Parking Garage,750 9th St NW,,Washington,DC,20001,202-638-0253,E,Public,24 hours daily; pay lot,1,1,,,,200-8,38.899383,-77.024342,9/30/2012,40593,2014-01-20 18:31:29 UTC,P,5/31/2011,NEMA515 J1772
ELEC,eVgo - Bowie Town Center,15437 Excelsior Dr,,Bowie,MD,20716,877-455-3833,E,Public - Card key at all times,24 hours daily; eVgo network subscription and key fob required,,1,1,eVgo Network,https://www.evgonetwork.com/,GPS,38.945533,-76.73595,4/4/2014,60756,2014-04-04 18:57:15 UTC,P,3/13/2014,J1772 CHADEMO
ELEC,CARCHARGING,1650 Tysons Blvd,,McLean,VA,22102,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.925012,-77.223351,4/20/2014,53953,2014-04-20 07:38:17 UTC,,,J1772
ELEC,BALTCO REV AUTH,115 Towsontown Blvd W,,Towson,MD,21204,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.3980668,-76.6036095,4/20/2014,42172,2014-04-20 07:49:50 UTC,,,J1772 NEMA520
ELEC,Tower 2,2000 Tower Oaks Blvd,,Rockville,MD,20852,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.066178,-77.153254,4/20/2014,40032,2014-04-20 07:30:45 UTC,,,J1772
ELEC,Freedom Ford,7520 N Military Hwy,,Norfolk,VA,23518,757-583-3673,E,Public,Dealership business hours,2,1,,,,200-8,36.912864,-76.235744,12/31/2013,53957,2014-01-20 19:15:14 UTC,P,9/1/2013,NEMA520 J1772
ELEC,POTOMAC YARD,2733 South Crystal Drive,,Arlington,VA,22202,888-758-4389,E,Public,24 hours daily,6,6,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.8494592,-77.0504236,4/20/2014,46386,2014-04-20 07:42:39 UTC,,,J1772 NEMA520
ELEC,GEORGE MASON U,4400 University Dr,,Fairfax,VA,22030,888-758-4389,E,Public,24 hours daily,6,6,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.8329383,-77.308377,4/20/2014,49751,2014-04-20 07:53:28 UTC,,,J1772 NEMA520
ELEC,CARCHARGING,21 Signal Knob Dr,,Strasburg,VA,22657,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.0002708,-78.3451233,4/20/2014,39000,2014-04-20 07:37:45 UTC,,,NEMA520 J1772
ELEC,Hilton Garden Inn Waldorf,10385 O'Donnell Pl.,,Waldorf,MD,20603,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,38.619302,-76.93311,4/20/2014,40036,2014-04-20 07:30:54 UTC,,,J1772
ELEC,JBG - Chase Tower - Chevy Chase MD,4445 Willard Avenue,,Chevy Chase,MD,20815,888-998-2546,E,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,Blink Network,http://www.blinknetwork.com/,GPS,38.962405,-77.087575,4/20/2014,48859,2014-04-20 07:12:13 UTC,,,J1772
ELEC,UMMC,110 S Paca St,,Baltimore,MD,21201,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.2873039,-76.6231155,4/20/2014,48666,2014-04-20 07:53:33 UTC,,,J1772 NEMA520
ELEC,Wynne Ford,1020 W Mercury Blvd,Located at W Mercury Boulevard & N Armistead Avenue.,Hampton,VA,23666,757-838-3673,E,Public - Call ahead,Dealership business hours,,2,,,,200-8,37.044549,-76.380595,10/31/2013,51900,2014-01-20 19:19:47 UTC,P,1/2/2013,J1772
ELEC,GW UNIVERSITY,I St NW (between 21st & 22nd Streets),,Washington,DC,20037,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9005928,-77.0481644,4/20/2014,60218,2014-04-20 07:44:42 UTC,,,NEMA520 J1772
ELEC,Nissan of Newport News,12925 Jefferson Ave,,Newport News,VA,23608,757-369-6600,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,37.151672,-76.531313,5/25/2013,47563,2014-01-20 18:47:08 UTC,P,1/31/2012,J1772
ELEC,CAPITAL COMPLEX,29 St Johns St,,Annapolis,MD,21401,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9813957,-76.4939651,4/20/2014,36934,2014-04-20 07:47:35 UTC,,,NEMA520 J1772
ELEC,City of Baltimore - War Memorial Plaza,499 E Lexington St,Street parking,Baltimore,MD,21202,443-573-2800,E,Public,24 hours daily; pay lot,,2,,,,200-8,39.2912908,-76.6090711,11/30/2013,53690,2014-01-20 18:16:42 UTC,LG,10/1/2013,J1772
ELEC,Norris Nissan West,8569 Baltimore National Pike,,Ellicott City,MD,21043,410-465-5550,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,39.2835662,-76.8089775,4/4/2014,47694,2014-04-04 19:15:45 UTC,P,1/31/2012,J1772
ELEC,LENKIN CO 1300,1300 19th St NW,,Washington,DC,20036,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.9074633,-77.0434624,4/20/2014,56564,2014-04-20 07:44:55 UTC,,,J1772 NEMA520
ELEC,DARCARS Ford Kia,9020 Lanham Severn Rd,,Lanham,MD,20706,888-532-9775,E,Public,Dealership business hours,,1,,,,200-8,38.962977,-76.86259,12/31/2013,53867,2014-01-20 19:00:43 UTC,P,9/1/2013,J1772
ELEC,Cavalier Ford at Chesapeake Square,4021 Portsmouth Blvd,,Chesapeake,VA,23321,757-488-8311,E,Public,Dealership business hours,,1,,,,200-8,36.8238486,-76.4065895,12/31/2013,54007,2014-01-20 18:22:04 UTC,P,4/1/2013,J1772
ELEC,Howard County Government - Dorsey Building,9250 Bendix Rd.,,Columbia,MD,21045,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,5,,SemaCharge Network,http://www.semacharge.com/,GPS,39.236994,-76.827476,4/20/2014,40023,2014-04-20 07:30:42 UTC,,,J1772
ELEC,Pohanka Nissan,5200 Jefferson Davis Hwy,,Fredericksburg,VA,22408,540-898-5200,E,Public - Call ahead,Dealership business hours,,1,1,,,GPS,38.25524,-77.4976,4/4/2014,47557,2014-04-04 19:13:43 UTC,P,1/31/2012,J1772 CHADEMO
ELEC,Perdue North,1101 Camden Ave.,,Salisbury,MD,21801,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,38.3444766,-75.6058571,4/20/2014,53570,2014-04-20 07:30:55 UTC,,,J1772
ELEC,TOWSON,Emerson Drive,,Towson,MD,21204,888-758-4389,E,Public,24 hours daily,4,4,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.3944929,-76.6205708,4/20/2014,51988,2014-04-20 08:04:23 UTC,,,NEMA520 J1772
ELEC,UMBC - Stadium Lot,Stadium Lot behind Warehouse Hilltop Circle & Poplar Ave,,Baltimore,MD,21250,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,39.253321,-76.705762,4/20/2014,40815,2014-04-20 07:30:43 UTC,,,J1772
ELEC,JBG - Alaire / Higgins Place - Rockville MD,1101 Higgins Place,,Rockville,MD,20852,888-998-2546,E,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,Blink Network,http://www.blinknetwork.com/,GPS,39.062886,-77.117535,4/20/2014,47706,2014-04-20 07:11:10 UTC,,,J1772
ELEC,Haley Ford,10724 Jefferson Davis Hwy,,Richmond,VA,23237,804-748-2253,E,Public,Dealership business hours,,2,,,,200-8,37.3801839,-77.4222229,5/31/2013,51901,2014-01-20 19:19:47 UTC,P,4/1/2013,J1772
ELEC,Volvo River Valley Plant,4881 Cougar Trail Rd,,Dublin,VA,24084,540-674-4181,E,Public,24 hours daily,,3,,,,200-8,37.078227,-80.706791,12/31/2013,54009,2014-01-20 18:41:54 UTC,P,10/1/2013,J1772
ELEC,eVgo - FedEx Field Convenience Station,1600 FedEx Way,,Landover,MD,20785,877-455-3833,E,Public - Card key at all times,24 hours daily; eVgo network subscription and key fob required,10,10,,eVgo Network,https://www.evgonetwork.com/,200-8,38.907729,-76.864433,3/6/2014,52543,2014-03-06 18:06:10 UTC,P,8/1/2012,NEMA520 J1772
ELEC,SCIENCE MUSEUM,W Broad St,,Richmond,VA,23220,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.5606003,-77.4656754,4/20/2014,56397,2014-04-20 07:41:37 UTC,,,J1772
ELEC,MEDL GB EVCS,1 Medimmune Way,,Gaithersburg,MD,20878,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.1267655,-77.2321861,4/20/2014,42718,2014-04-20 07:56:55 UTC,,,J1772 NEMA520
ELEC,Control Data Learning Center,2101 L St NW,Vornado Realty Trust. Located in the parking garage,Washington,DC,20037,888-758-4389,E,Public - Credit card at all times,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.90503311,-77.04684448,11/30/2013,44991,2014-01-20 18:35:01 UTC,P,3/15/2012,NEMA520 J1772
ELEC,"Walgreens - Bel Air, MD #12433",585 Market Place Drive,,Bel Air,MD,21014,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.5359406,-76.3482931,4/20/2014,58524,2014-04-20 07:30:39 UTC,,,J1772
ELEC,Ted Britt Ford,4175 Auto Park Cir,,Chantilly,VA,20151,703-673-2300,E,Public - Call ahead,Dealership business hours,,2,,,,200-8,38.9026239,-77.4609943,12/31/2013,54006,2014-01-20 19:07:02 UTC,P,10/1/2013,J1772
ELEC,TISHMAN SPEYER,44 Canal Center Plaza,,Alexandria,VA,22314,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,200-9,38.8141416,-77.0387256,4/20/2014,51705,2014-04-20 08:04:25 UTC,,,J1772
ELEC,CarMax Nissan - White Marsh,10201 Philadelphia Rd,,White Marsh,MD,21162,410-931-6500,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,39.367851,-76.446824,4/4/2014,40038,2014-04-04 19:15:25 UTC,P,3/15/2011,J1772
ELEC,CITYOFMANASSAS,8500 Public Works Dr,,Manassas,VA,20110,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.7709618,-77.4603653,4/20/2014,45169,2014-04-20 07:44:20 UTC,,,J1772 NEMA520
ELEC,MOMS ORGANICMKT,Post Dr,,Herndon,VA,20170,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9690704,-77.3744354,4/20/2014,56871,2014-04-20 07:49:21 UTC,,,NEMA520 J1772
ELEC,CARCHARGING,7515 Colshire Drive,,McLean,VA,22102,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9225616,-77.2045288,4/20/2014,49604,2014-04-20 07:38:28 UTC,,,J1772 NEMA520
ELEC,Lexington/Market Sq Parking Garage,401 9th nw & D nw Street,,Washington,DC,20004,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,38.894785,-76.993756,4/20/2014,58593,2014-04-20 07:30:51 UTC,,,J1772
ELEC,eVgo - Walgreens Freedom Station - AeroVironment,4225 Connecticut Ave NW,,Washington,DC,20008,877-455-3833,E,Public - Card key at all times,24 hours daily; eVgo network subscription and key fob required,,,1,eVgo Network,https://www.evgonetwork.com/,200-8,38.944024,-77.062922,3/6/2014,52529,2014-03-06 18:06:08 UTC,P,8/1/2013,CHADEMO
ELEC,UMD SHADY GROVE,9630 Gudelsky Dr,,Rockville,MD,20850,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.0934982,-77.2017517,4/20/2014,42170,2014-04-20 07:57:05 UTC,,,J1772
ELEC,BALTIMORE CITY,1511 N Charles St,,Baltimore,MD,21201,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.3084564,-76.6161118,4/20/2014,40013,2014-04-20 07:51:51 UTC,,,NEMA520 J1772
ELEC,Sheehy Nissan of Manassas,9010 Liberia Ave,,Manassas,VA,20110,703-361-5161,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,38.760497,-77.459159,4/4/2014,39769,2014-04-04 19:14:31 UTC,P,3/15/2011,J1772
ELEC,Union Wharf,915 S. Wolfe Street,,Baltimore,MD,21231,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.28121,-76.588695,4/20/2014,60628,2014-04-20 07:30:44 UTC,,,J1772
ELEC,Berglund Ford Mazda,834 E Main St,,Salem,VA,24153,540-389-7291,E,Public,Dealership business hours,,2,,,,200-8,37.294153,-80.046113,9/30/2013,53057,2014-01-20 18:52:27 UTC,P,1/1/2013,J1772
ELEC,Nationwide Motor Sales Corp,2085 York Rd,,Timonium,MD,21093,410-548-4700,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,39.440555,-76.626126,4/4/2014,47709,2014-04-04 19:18:12 UTC,P,1/31/2012,J1772
ELEC,FARM,4961 Telsa Drive Suite A,,BOWIE,MD,20715,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.9571728,-76.7074433,4/20/2014,58600,2014-04-20 07:30:51 UTC,,,J1772
ELEC,Frederick Nissan,7418 Grove Rd,,Frederick,MD,21704,301-662-0111,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,39.391464,-77.407866,4/4/2014,40025,2014-04-04 19:16:00 UTC,P,3/15/2011,J1772
ELEC,KOHL'S,12024 Cherry Hill Rd,,Silver Spring,MD,20904,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.0540123,-76.9561844,4/20/2014,43872,2014-04-20 07:50:32 UTC,,,J1772 NEMA520
ELEC,BALTIMORE CITY,400 S Central Ave,,Baltimore,MD,21202,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.2859612,-76.5998611,4/20/2014,40011,2014-04-20 07:53:20 UTC,,,NEMA520 J1772
ELEC,Kroger,903 University City Blvd,,Blacksburg,VA,24060,540-951-3045,E,Public,24 hours daily,,2,,,,200-8,37.235701,-80.4351438,12/31/2013,54003,2014-01-20 19:26:59 UTC,P,8/21/2013,J1772
ELEC,Criswell Nissan,19574 Amaranth Dr,,Germantown,MD,20874,301-670-3900,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,39.177458,-77.250243,4/4/2014,40026,2014-04-04 19:16:57 UTC,P,3/15/2011,J1772
ELEC,"Walgreens - La Plata, MD #10063",6300 Crane Highway,,La Plata,MD,20646,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.538959,-76.983092,4/20/2014,42988,2014-04-20 07:30:54 UTC,,,J1772
ELEC,CARCHARGING,1750 Tysons Blvd,,McLean,VA,22102,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9236724,-77.2233027,4/20/2014,56088,2014-04-20 07:38:17 UTC,,,J1772
ELEC,Williamsburg Ford,701 E Rochambeau Dr,,Williamsburg,VA,23188,757-229-2411,E,Public,Dealership business hours,,1,,,,200-8,37.34897,-76.735975,12/31/2013,53964,2014-01-20 18:57:50 UTC,P,9/1/2013,J1772
ELEC,Priority Nissan,16301 Priority Way,,Chester,VA,23831,804-414-1700,E,Public - Call ahead,Dealership business hours,,1,,,,GPS,37.304917,-77.392372,5/25/2013,47551,2014-01-20 19:04:59 UTC,P,1/31/2012,J1772
